FCP,product type,traffic,bandwidth,duration,night traffic,infra,price,description
TCI,سرویس,80,16384,6,0,ADSL,600000,"۸۰ گیگابایت*استاندارد کم حجم ۸۰ گیگ ماهانه* قرارداد ۶ ماهه* ۱۶Mb پس‌پرداخت*۱۶ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۶۰۰,۰۰۰ ریال"
TCI,سرویس,50,8192,6,0,ADSL,420000,"۵۰ گیگابایت*استاندارد کم حجم ۵۰ گیگ ماهانه* قرارداد ۶ ماهه* ۸Mb پس‌پرداخت*۸ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۴۲۰,۰۰۰ ریال"
TCI,سرویس,40,4096,6,0,ADSL,320000,"۴۰ گیگابایت*استاندارد کم حجم ۴۰ گیگ ماهانه* قرارداد ۶ ماهه* ۴Mb پس‌پرداخت*۴ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۳۲۰,۰۰۰ ریال"
TCI,سرویس,35,16384,6,0,ADSL,435000,"۳۵ گیگابایت*استاندارد کم حجم ۳۵ گیگ ماهانه* قرارداد ۶ ماهه* ۱۶Mb پس‌پرداخت*۱۶ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۴۳۵,۰۰۰ ریال"
TCI,سرویس,22,3072,6,0,ADSL,350000,"۲۲ گیگابایت*استاندارد کم حجم ۲۲ گیگ ماهانه* قرارداد ۶ ماهه* ۳Mb پس‌پرداخت*۳ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۳۵۰,۰۰۰ ریال"
TCI,سرویس,18,8192,6,0,ADSL,280000,"۱۸ گیگابایت*استاندارد کم حجم ۱۸ گیگ ماهانه* قرارداد ۶ ماهه* ۸Mb پس‌پرداخت*۸ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۲۸۰,۰۰۰ ریال"
TCI,سرویس,15,2048,6,0,ADSL,250000,"۱۵ گیگابایت*استاندارد کم حجم ۱۵ گیگ ماهانه* قرارداد ۶ ماهه* ۲Mb پس‌پرداخت*۲ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۲۵۰,۰۰۰ ریال"
TCI,سرویس,12,4096,6,0,ADSL,220000,"۱۲ گیگابایت*استاندارد کم حجم ۱۲ گیگ ماهانه* قرارداد ۶ ماهه* ۴Mb پس‌پرداخت*۴ مگابیت در ثانیه * شش ماهه*خرید*هر ماه ۲۲۰,۰۰۰ ریال"
TCI,سرویس,120,16384,3,0,ADSL,750000,"۱۲۰ گیگابایت*استاندارد کم حجم ۱۲۰ گیگ ماهانه* قرارداد ۳ ماهه* ۱۶Mb پس‌پرداخت*۱۶ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۷۵۰,۰۰۰ ریال"
TCI,سرویس,80,16384,3,0,ADSL,600000,"۸۰ گیگابایت*استاندارد کم حجم ۸۰ گیگ ماهانه* قرارداد ۳ ماهه* ۱۶Mb پس‌پرداخت*۱۶ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۶۰۰,۰۰۰ ریال"
TCI,سرویس,40,4096,3,0,ADSL,320000,"۴۰ گیگابایت*استاندارد کم حجم ۴۰ گیگ ماهانه* قرارداد ۳ ماهه* ۴Mb پس‌پرداخت*۴ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۳۲۰,۰۰۰ ریال"
TCI,سرویس,35,16384,3,0,ADSL,435000,"۳۵ گیگابایت*استاندارد کم حجم ۳۵ گیگ ماهانه* قرارداد ۳ ماهه* ۱۶Mb پس‌پرداخت*۱۶ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۴۳۵,۰۰۰ ریال"
TCI,سرویس,22,3072,3,0,ADSL,350000,"۲۲ گیگابایت*استاندارد کم حجم ۲۲ گیگ ماهانه* قرارداد ۳ ماهه* ۳Mb پس‌پرداخت*۳ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۳۵۰,۰۰۰ ریال"
TCI,سرویس,18,8192,3,0,ADSL,280000,"۱۸ گیگابایت*استاندارد کم حجم ۱۸ گیگ ماهانه* قرارداد ۳ ماهه* ۸Mb پس‌پرداخت*۸ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۲۸۰,۰۰۰ ریال"
TCI,سرویس,15,2048,3,0,ADSL,250000,"۱۵ گیگابایت*استاندارد کم حجم ۱۵ گیگ ماهانه* قرارداد ۳ ماهه* ۲Mb پس‌پرداخت*۲ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۲۵۰,۰۰۰ ریال"
TCI,سرویس,12,4096,3,0,ADSL,220000,"۱۲ گیگابایت*استاندارد کم حجم ۱۲ گیگ ماهانه* قرارداد ۳ ماهه* ۴Mb پس‌پرداخت*۴ مگابیت در ثانیه * سه ماهه*خرید*هر ماه ۲۲۰,۰۰۰ ریال"
TCI,ترافیک عادی,500,0,0,0,ADSL,7000000,"۵۰۰ گیگابایت*بسته حجمی ۵۰۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۷,۰۰۰,۰۰۰ ریال"
TCI,ترافیک عادی,300,0,0,0,ADSL,4800000,"۳۰۰ گیگابایت*بسته حجمی ۳۰۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۴,۸۰۰,۰۰۰ ریال"
TCI,ترافیک عادی,100,0,0,0,ADSL,1600000,"۱۰۰ گیگابایت*بسته حجمی ۱۰۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۱,۶۰۰,۰۰۰ ریال"
TCI,ترافیک عادی,50,0,0,0,ADSL,850000,"۵۰ گیگابایت*بسته حجمی ۵۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۸۵۰,۰۰۰ ریال"
TCI,ترافیک عادی,20,0,0,0,ADSL,350000,"۲۰ گیگابایت*بسته حجمی ۲۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۳۵۰,۰۰۰ ریال"
TCI,ترافیک عادی,10,0,0,0,ADSL,180000,"۱۰ گیگابایت*بسته حجمی ۱۰ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۱۸۰,۰۰۰ ریال"
TCI,ترافیک عادی,5,0,0,0,ADSL,95000,"۵ گیگابایت*بسته حجمی ۵ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۹۵,۰۰۰ ریال"
TCI,ترافیک عادی,3,0,0,0,ADSL,60000,"۳ گیگابایت*بسته حجمی ۳ گیگ بین الملل ویژه مصوبه ۲۶۶*ترافیک اضافه استاندارد (یکپارچه کشوری)*خرید*۶۰,۰۰۰ ریال"
TCI,ترافیک ساعت خاص,150,0,0,0,ADSL,450000,"ویژه*۱۵۰ گیگابایت*بسته سحرخیز ۱۵۰ گیگ * ۴ تا ۱۲ صبح*۳۰ روزه*خرید*۴۵۰,۰۰۰ ریال"
TCI,ترافیک ساعت خاص,100,0,0,0,ADSL,250000,"ویژه*۱۰۰ گیگابایت*بسته شب نشین ۱۰۰ گیگ * ۲ تا ۸ صبح*۳۰ روزه*خرید*۲۵۰,۰۰۰ ریال"
TCI,ترافیک ساعت خاص,50,0,0,0,ADSL,150000,"ویژه*۵۰ گیگابایت*بسته سحرخیز ۵۰ گیگ * ۴ تا ۱۲ صبح*۱۵ روزه*خرید*۱۵۰,۰۰۰ ریال"
TCI,ترافیک ساعت خاص,25,0,0,0,ADSL,70000,"ویژه*۲۵ گیگابایت*بسته شب نشین ۲۵ گیگ * ۲ تا ۸ صبح*۷ روزه*خرید*۷۰,۰۰۰ ریال"
TCI,ترافیک ساعت خاص,20,0,0,0,ADSL,80000,"ویژه*۲۰ گیگابایت*بسته سحرخیز ۲۰ گیگ * ۴ تا ۱۲ صبح*۷ روزه*خرید*۸۰,۰۰۰ ریال"
